Mes,Año,Observado,ACCESS-CM2,ACCESS-ESM1-5,BCC-CSM2-MR,CESM2,CESM2-WACCM,CMCC-CM2-SR5,CMCC-ESM2,CNRM-CM6-1,CNRM-ESM2-1,CanESM5,EC-Earth3,EC-Earth3-Veg-LR,FGOALS-g3,GFDL-CM4,GFDL-CM4_gr2,GFDL-ESM4,HadGEM3-GC31-LL,IITM-ESM,INM-CM4-8,INM-CM5-0,IPSL-CM6A-LR,KACE-1-0-G,KIOST-ESM,MIROC-ES2L,MIROC6,MPI-ESM1-2-HR,MPI-ESM1-2-LR,MRI-ESM2-0,NorESM2-MM
11,1981,16.58366667,17.81178308,17.3329161,17.54634461,17.19557718,17.27257271,15.8891358,17.42179888,18.67018407,17.35284975,17.05975021,16.67777037,17.67054888,18.42776926,17.35425284,17.56891242,17.44307942,17.24673431,18.54534874,17.52224854,17.39499679,15.8578464,17.0261607,18.39464088,18.21097882,18.04806798,17.83678855,18.06476862,17.48893209,16.81011137
12,1981,18.46,18.98081708,19.1129833,18.37185156,18.51188227,17.69900962,19.32910853,18.9468745,18.74542835,18.90435133,18.83592337,18.88194229,19.02706539,20.14661205,18.2754001,18.4115806,20.04884666,18.07539638,19.81366643,18.64545183,18.22070175,18.35555508,18.27463767,19.25186171,19.16233067,18.82294984,18.14530417,18.525118,19.05382479,19.49043108
1,1982,19.40870968,19.5403235,20.11525316,20.46607381,19.83798904,19.3471526,20.37381837,19.90989736,19.69355831,20.83662833,20.4133025,20.10230873,20.28006274,19.80010398,19.70142525,19.81308601,20.72356698,19.83820852,20.3252467,19.37727228,19.59905564,19.2398116,19.47777558,20.43640399,19.8660688,19.66722651,18.84510048,20.12394082,20.2143003,20.18157157
2,1982,20.01464286,19.60535864,19.7080037,19.35369116,18.9629922,20.00614117,19.48367811,19.59676785,19.72504677,19.55245971,19.2251295,19.27841303,20.26800199,20.92193377,19.4953446,19.5268865,21.32627111,20.04571636,19.43655208,20.32321816,20.27473524,20.14043641,19.65896852,19.72964915,19.97310491,19.32918122,18.59452704,19.01848528,19.49000302,19.36090268
3,1982,19.15354839,19.0676979,18.55087519,18.36779178,19.74039727,18.20458955,18.14258652,18.53656028,18.23206648,19.07491996,19.32307658,18.39026895,19.15922932,18.69118593,18.67249528,18.64378207,19.80410455,19.2129133,19.69966707,19.18617224,19.98645506,18.2397032,17.82312211,19.01309738,19.14359748,18.664298,17.78169106,17.45171822,19.52349874,17.61566759
4,1982,16.96333333,16.97579054,16.70541078,16.71879797,17.25131062,15.83232668,17.46199958,16.84370822,16.79069759,16.35274574,16.98447486,16.26958258,16.76162345,16.89924597,16.75399247,16.72665517,17.36187275,17.29671375,15.68125849,16.64856088,17.88359203,16.1058686,16.99648649,16.68941023,17.30046335,17.55384424,17.03238186,17.27067843,17.1595898,16.75161714
5,1982,14.89516129,15.29917569,14.8953474,14.69390939,14.45247967,15.11144622,17.58898,14.48075551,14.8410249,15.23034898,15.16614674,14.85624505,12.99552287,15.15518776,15.48783461,15.54247021,16.4041494,15.77444347,14.6702135,14.33682595,16.05457578,14.93198067,14.103774,15.19476953,15.25115216,15.53021373,15.10339417,15.34018787,15.32029656,15.34667908
6,1982,14.07366667,13.20048824,11.92195768,13.68042954,14.63200219,12.49737422,13.13272918,13.66023402,13.76671171,13.69039288,13.54306583,14.39025705,14.0193436,14.26093205,12.6846035,13.09102503,13.02346178,13.45932287,13.02049989,13.33715874,13.54371806,11.79952106,12.46735071,13.52935869,14.6447232,14.39731739,12.14136887,11.53336318,14.00354867,13.51818681
7,1982,14.86451613,11.39219594,11.89363426,12.25566625,12.5147848,13.51542744,12.78579164,12.84221753,12.39440808,13.25593428,12.97644971,15.08682006,11.4266689,14.54104699,12.71741087,12.69583018,13.70075334,12.05697593,13.35325427,13.83668362,12.62745617,13.70345312,12.68980817,14.18801047,13.96468206,12.45033877,11.27128135,13.1697626,11.87792721,13.32623967
8,1982,15.8883871,13.74805903,14.29851446,12.76293993,13.83368584,14.2678355,13.6954621,14.4900054,13.90029554,13.90645292,14.29809213,14.76220085,12.80165039,14.19880697,14.31514667,15.07436249,14.58622421,11.86521234,14.1754642,13.25709408,15.22607557,14.44994309,13.94590809,14.0286315,14.06615038,13.76753767,12.00412168,14.46468136,15.08078592,14.47935555
9,1982,15.298,14.52556509,13.83779464,14.47872564,14.04272107,15.05831381,13.2283587,15.53610671,15.10440026,14.36705801,13.78306637,12.94734885,15.48578492,15.33052625,16.54217559,16.55842197,15.42197169,15.76041167,15.16599467,14.56059809,14.80606958,15.11116361,14.68055219,14.63100766,16.09970988,15.93572468,14.58702975,15.7496769,16.69315216,15.43670709
10,1982,16.45,15.46976928,16.16145535,16.29406802,17.03870155,15.94062136,15.9285543,16.50398439,15.25154163,15.16943889,16.75415755,15.80645972,16.5260028,16.7094582,16.49841793,16.43252052,15.60200274,16.27646375,17.39264834,16.23752845,16.15465747,16.9404463,16.47720183,16.35168663,16.33720955,16.73053354,15.51574337,16.66288222,16.69037303,15.82210561
11,1982,17.74266667,17.60238759,17.28852755,18.09551737,16.614777,17.33711715,16.83540778,17.4710184,16.86305246,17.02276188,17.08980262,17.36582383,16.76387443,18.22935241,17.71987346,18.04852125,17.42673216,16.97699121,17.75421155,18.4435458,16.71907215,16.926743,16.94012058,17.13909257,18.03285162,17.66679074,16.45818487,17.21866294,17.87333385,17.00951716
12,1982,19.51225806,19.15223685,18.36207389,19.68119172,19.62262016,18.76667802,18.39894052,19.71053207,18.17996979,17.10999246,19.37418448,17.35320295,18.37716351,18.39584294,19.44554001,19.53527435,19.90171515,18.44257842,19.25114161,19.25293729,19.3627415,18.78695507,17.61131926,18.63074469,18.2736763,19.01551588,17.29566356,18.72468403,18.6996283,18.11070187
1,1983,21.20064516,19.57480436,19.84484011,19.60952404,19.57007796,20.40469072,19.74435515,20.92045379,19.03149424,19.01878769,19.35591727,18.66482761,20.0310588,20.51571496,20.19572929,20.36039205,20.15389002,19.91458163,20.33031858,20.1868452,19.2296245,19.64670263,19.57943346,19.75683143,19.26542715,20.55271713,19.04760347,19.31562153,20.0774911,19.3665435
2,1983,21.54714286,19.17590002,19.36911302,19.46230121,19.3874456,19.30149525,20.24800424,19.15993825,18.70644749,18.99994315,19.2971213,18.98270785,19.02781732,20.83053604,20.2255248,19.93768958,19.42188305,18.76988103,20.3892533,19.68654101,19.42834906,19.1439967,19.93031982,19.21191147,18.8128688,19.82862665,19.75029096,19.85702257,20.09243049,19.98409688
3,1983,20.2,18.80582872,18.24012576,18.78873841,18.68328623,18.18434051,18.62797975,18.82499461,17.14507313,17.89409104,19.27006661,18.07308824,17.89469883,17.91889324,18.52359501,18.68642685,18.5401385,18.77566382,18.03507207,17.16243831,19.77011749,18.07483553,18.40452788,19.25424014,18.61640221,19.44779933,19.15643174,18.212192,18.15037584,18.5458725
4,1983,18.09266667,16.24045032,16.36663012,16.75650648,16.59085656,16.49315887,17.39668421,17.58908631,15.45142882,16.18805702,16.86892411,16.34072947,15.33264907,16.96686463,16.66933506,16.59828379,16.93602894,16.65438149,16.31577604,17.16753523,17.18952519,16.88714137,15.94922897,15.89356386,16.52210149,17.20543927,16.89872525,16.8020775,17.49558746,16.33460068
5,1983,14.96870968,14.92985354,14.93956294,15.7136863,15.34122069,13.79430778,16.13575244,15.87241602,13.91552031,14.97354665,13.38542255,14.33242361,14.71077795,14.182956,14.88987497,14.93560597,15.20192193,15.97436517,15.43044418,15.02625381,15.72648117,14.98299654,15.05052553,14.40282004,15.32272308,15.12338941,15.22077066,16.16165218,15.19862217,15.50819489
6,1983,12.84266667,13.65671465,14.47159302,13.07301773,12.27362499,13.83129017,13.35672983,13.80472652,12.78361855,13.54602956,13.41744271,14.55918439,14.40598994,13.31642101,13.40607013,13.43990865,12.74161642,13.8919536,13.47135327,13.67838011,14.2039783,13.12053841,12.93006133,11.62403314,12.05891253,13.36717701,12.8258217,13.30732172,13.42817441,13.03847612
7,1983,12.55612903,13.02763516,13.50767027,15.01512835,13.68947503,14.10053396,14.27539205,13.76808343,13.10591279,14.21792463,12.9493531,12.10095483,12.18172635,10.94709064,13.60271659,13.50887589,13.04640794,13.95733187,12.87284682,12.17535445,13.19645445,12.25942098,13.6089663,14.06871082,11.67749828,13.77469936,14.1841592,13.07052739,13.0378998,12.62830256
8,1983,13.62451613,14.12259041,13.52687858,13.77511496,14.53581154,14.66982235,15.66360352,14.83550817,13.73132604,14.01975408,12.6302625,14.51851659,13.32875266,13.77111584,13.84565097,14.32818207,14.59103429,13.20069174,14.22613238,13.40593186,13.50299554,13.6097956,14.53585786,12.94358219,13.56565651,14.43610128,13.94975869,15.19295327,14.43802648,14.14201688
9,1983,12.94066667,14.60235309,15.09859366,14.39126307,15.1153206,14.28879945,17.41486176,15.59752688,14.7384764,14.79294395,14.55862155,14.12973763,14.51313545,14.92959965,14.64242289,14.86794949,15.60257522,16.25215985,15.67146134,14.13124583,14.72283774,16.63523503,14.66135487,15.08858426,14.71917869,15.61879316,14.78112993,15.49951538,14.49736148,14.47945175
10,1983,16.16645161,16.62236962,16.42928696,18.13155998,17.35820334,17.38789809,18.07553587,15.1677695,16.41431312,17.02125815,16.28485197,15.01394558,15.4847934,16.87861708,16.23891301,16.25446105,16.06617731,17.02316876,15.65893696,17.01122616,15.6997359,16.22272702,16.36797312,16.51580586,16.43343621,15.25965706,15.74047511,17.2967825,16.06496356,14.85159866
11,1983,17.036,16.96285607,17.56099501,18.25156755,17.59262184,18.32494126,17.09060035,17.3203563,16.9272054,16.35126865,17.30188646,17.53641854,16.44223672,17.64851473,17.50955599,17.49162639,16.48878338,17.85392662,18.33826792,16.45726909,16.83575016,16.51879661,17.70704222,18.30808589,17.54788104,18.09163631,16.9967007,17.55333607,17.32326892,17.46567016
12,1983,18.45677419,19.04195784,19.07644097,18.93856327,18.49288458,19.55946508,18.7237579,19.50750634,18.39500181,20.19583089,18.34948432,18.1127465,18.42121859,19.18684132,17.91252222,18.05496795,18.62997083,19.52869899,18.65153155,18.81289228,19.14783247,18.19719467,19.3655306,19.07402065,18.36000612,20.55931487,18.5293196,18.88743634,18.39872982,18.78031079
1,1984,19.53483871,20.72180755,20.27674569,20.01532709,19.30734045,19.67074387,19.68089459,19.83988239,18.93720402,19.17471659,20.18482721,19.71207856,18.75768596,18.99483786,19.3049827,19.65635533,19.16835357,19.92840504,19.86324492,20.28740213,19.75516575,18.53981509,20.47849972,19.45624458,20.27695007,19.90229874,19.60631944,19.46473705,19.45679603,18.76258125
2,1984,20.03482759,19.56273393,19.455651,19.5705759,19.22161477,19.95413666,19.35906572,20.14725666,18.7441024,19.5696953,19.25748685,19.16830141,18.86951734,19.21703893,20.15466031,20.02091315,19.14046006,19.88575094,19.02858888,20.07712292,18.48054302,19.02252802,20.55616725,20.3789701,20.37284225,20.64718845,19.92797677,18.74309943,18.88342164,19.0907388
3,1984,19.03193548,19.12834357,18.89293651,18.12320294,18.79607493,18.30303271,17.7186278,18.83636805,17.12388826,18.88721407,18.37196171,17.48785,17.65427366,17.85798089,18.92978249,18.85422768,18.23533691,19.24330713,18.97156835,18.13333278,19.23705501,17.98749193,19.74916281,18.25573947,18.5839777,18.81348045,18.43202157,18.05575042,17.90746478,19.50746585
4,1984,16.762,17.38873002,18.14743613,16.18311654,16.23161553,16.27841337,17.96164957,15.92300524,15.56816514,17.40101162,16.84960072,15.93815396,15.62381215,16.57808745,16.75176283,16.5913905,16.07631035,16.29262205,16.97710123,17.30511922,16.65395788,16.43201642,16.79706393,16.58586148,16.93652788,17.06353681,17.02056732,17.46841367,17.42202053,16.92734668
5,1984,14.37451613,15.67674177,15.34422289,15.23311444,14.57495387,14.69811789,15.55586582,15.33650077,15.40976373,15.20348102,15.4144192,14.87544912,13.86139951,15.0785556,15.72665943,15.63442262,13.6778841,14.77211933,14.0229936,15.03108749,13.72139201,16.23437844,15.85583723,14.90630456,14.57894193,15.56591276,15.58409876,16.26502517,15.75259815,16.10817568
6,1984,12.935,12.94947097,13.78311031,12.66459455,13.88182423,14.04453028,12.96457045,12.96421302,14.19030468,13.20349469,11.86204303,12.26903991,13.02260318,13.74306488,12.08947138,12.09924494,13.08059285,13.18450928,13.16944737,14.36400415,14.29393313,14.11519107,12.8264549,13.77345317,13.83161063,13.02723738,12.90063438,14.12720313,14.14097514,13.5089473
7,1984,13.26032258,13.07433126,12.70792803,11.16174036,13.20520367,13.83080746,13.39993695,13.36814452,14.22457041,11.92978902,13.23926867,13.58420921,12.02076406,11.73059144,13.44717211,13.62163658,12.61010898,11.76352288,13.27735804,12.45474451,11.85968411,12.07475785,12.93812514,11.76996266,13.96688996,12.44924865,13.35465007,12.86052102,13.74571717,12.41700656
8,1984,13.3583871,12.36425132,13.50425042,12.30131799,14.77386858,15.31434069,13.36491752,14.73534781,13.99860375,14.03800587,14.01228759,15.17991033,14.94491671,15.29174833,14.22876905,14.40033567,13.28699461,14.72522384,14.14507172,13.5332383,12.52091827,12.3414697,13.46055367,14.18597761,14.01759932,12.94399137,13.91633386,14.6979597,12.29337056,14.75711287
9,1984,14.853,16.33639111,15.06014771,15.40153419,16.89942612,16.56484248,14.59418607,15.66635436,15.62090697,15.79879939,15.05727463,14.71509786,16.62493316,15.29379069,14.34428687,14.18230718,16.02665943,14.0651908,16.23533376,14.40646102,14.9709626,15.28053326,14.62086681,15.05449786,15.62541996,14.86057801,15.0929334,15.37217069,15.04925344,14.73708464
10,1984,16.30580645,15.8067633,17.21090011,16.53749708,16.53893291,15.90687137,14.69323579,16.12273754,16.76051866,16.45956121,16.44692728,15.88546843,15.98430911,16.76516645,15.73665811,15.93528913,15.80277379,16.55950216,16.12890986,15.90830591,15.70895789,15.60269781,15.67629359,16.46938659,15.98260615,16.18345786,15.49107985,15.66001685,16.60675411,16.01954765
11,1984,16.69033333,17.05481671,17.98267862,18.30742704,17.83557693,17.79251913,16.76629116,17.73797825,16.71352277,18.09237839,17.44047401,17.43132429,17.10703997,18.2703428,17.31249761,17.10833423,16.5981715,17.17467652,18.62403441,17.41753729,18.35494144,16.85322096,16.65826402,17.37761655,18.15437299,18.28693873,17.3563948,18.15913525,17.01465071,16.32419719
12,1984,18.3283871,19.04948506,19.11159302,19.2448557,19.27996456,20.05179141,19.26820963,18.47714732,19.20228335,18.86652642,18.23555045,19.48053455,19.15535312,18.52596317,18.37626783,18.72239091,18.72055438,18.43060536,18.68921544,18.70326705,19.82403616,18.18806637,19.04363067,18.94136568,19.41751125,19.82188517,19.17864039,18.80245767,19.3616789,18.98172572
